NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES
Hotel Chennai Dosha,300,"South Indian,North Indian,Chinese",Chennai,Adambakkam,https://www.zomato.com/chennai/hotel-chennai-dosha-adambakkam/info,108,Quick Bites,"1130am to 4pm,630pm to 1030pm(Mon-Sun)",Good,3.7,52
Mumbai Chatwala,200,Fast Food,Chennai,Kilpauk,https://www.zomato.com/chennai/mumbai-chaatwala-kilpauk/info,108,Quick Bites,11am to 10pm(Mon-Sun),Average,3.3,34
Bangkok Bites,250,"Thai,Chinese,Fast Food",Chennai,Thuraipakkam,https://www.zomato.com/chennai/bangkok-bites-thuraipakkam/info,108,Quick Bites,"12noon to 330pm,630pm to 1045pm(Mon-Sun)",Average,3.4,36
Sweet Truth,500,"Bakery,Fast Food",Chennai,Potheri,https://www.zomato.com/chennai/sweet-truth-potheri/info,108,none,9am to 11pm(Mon-Sun),Average,3.4,10
Karam Biryani,250,"Biryani,South Indian",Chennai,Chromepet,https://www.zomato.com/chennai/karam-biryani-chromepet/info,108,Quick Bites,1145am to 11pm(Mon-Sun),Average,3.4,32
Raspberry,300,"Ice Cream,Fast Food,Street Food,North Indian",Chennai,Valasaravakkam,https://www.zomato.com/chennai/raspberry-valasaravakkam/info,108,Dessert Parlor,1030am to 1030pm(Mon-Sun),Good,3.5,37
Lakshmi Amma's Kai Manam,500,"Biryani,Seafood",Chennai,Ambattur,https://www.zomato.com/chennai/lakshmi-ammas-kai-manam-ambattur/info,108,none,9am to 7pm(Mon-Sun),Good,3.6,30
Roll Spot,200,Rolls,Chennai,Royapuram,https://www.zomato.com/chennai/roll-spot-royapuram/info,108,none,1230pm to 1030pm(Mon-Sun),Good,3.7,38
J M Pork Shop,400,"North Indian,Chinese",Chennai,Valasaravakkam,https://www.zomato.com/chennai/j-m-pork-shop-valasaravakkam/info,108,Quick Bites,10am to 10pm(Mon-Sun),Good,3.6,49
Dreamz,500,"Chinese,Beverages,North Indian",Chennai,Padur,https://www.zomato.com/chennai/dreamz-padur/info,108,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,41
Fruit Punch,200,"Fast Food,Beverages",Chennai,Virugambakkam,https://www.zomato.com/chennai/fruit-punch-virugambakkam/info,173,Beverage Shop,930am to 11pm(Mon-Sun),Average,3.2,8
Grill And Bbq Zone,400,"North Indian,BBQ",Chennai,Ekkaduthangal,https://www.zomato.com/chennai/grill-and-bbq-zone-ekkaduthangal/info,173,Quick Bites,7pm to 11pm(Mon-Sun),Average,3.2,8
Ice & Fries,200,"Fast Food,Beverages",Chennai,Velachery,https://www.zomato.com/chennai/ice-fries-velachery/info,173,Beverage Shop,1230pm to 1030pm(Mon-Sun),Average,3.3,11
Kumbakonam Degree Coffee,100,Cafe,Chennai,Ashok Nagar,https://www.zomato.com/chennai/kumbakonam-degree-coffee-1-ashok-nagar/info,173,Café,10am to 9pm(Mon-Sun),Average,3.3,15
Hotel M.R.Pandian,200,"South Indian,Chinese",Chennai,Maduravoyal,https://www.zomato.com/chennai/hotel-m-r-pandian-maduravoyal/info,173,Quick Bites,10am to 11pm(Mon-Sun),Average,3.0,14
Taste 'O' Taste,300,"North Indian,South Indian,Chinese",Chennai,Ambattur,https://www.zomato.com/chennai/taste-o-taste-ambattur/info,173,Quick Bites,11am to 10pm(Mon-Sun),Average,3.0,12
Sugar Base Studio,500,"Desserts,Bakery",Chennai,Porur,https://www.zomato.com/chennai/sugar-base-studio-porur/info,173,Dessert Parlor,11am to 10pm(Mon-Sun),Average,3.2,4
Madras Pizza,400,"Pizza,Italian,Fast Food",Chennai,Perambur,https://www.zomato.com/chennai/madras-pizza-perambur/info,173,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,9
Home Harvest,300,Ice Cream,Chennai,Adyar,https://www.zomato.com/chennai/home-harvest-adyar/info,173,Dessert Parlor,11am to 11pm(Mon-Sun),Not rated,-,-
Rathna's Snacks & Shakes,250,"Fast Food,Beverages",Chennai,Mylapore,https://www.zomato.com/chennai/rathnas-snacks-shakes-mylapore/info,173,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,7
Hotel New Dharbar,400,"North Indian,Chinese,BBQ",Chennai,Red Hills,https://www.zomato.com/chennai/hotel-new-dharbar-red-hills/info,173,Casual Dining,11am to 1030pm(Mon-Sun),Average,3.3,15
Samy Chicken Chettinadu Unavakam,450,"Chettinad,North Indian,South Indian,Chinese",Chennai,Thiruvanmiyur,https://www.zomato.com/chennai/samy-chicken-chettinadu-unavakam-thiruvanmiyur/info,173,Quick Bites,1130am to 1030pm(Mon-Sun),Average,3.3,10
Natural Fresh Ice Cream,100,"Ice Cream,Desserts",Chennai,Anna Nagar East,https://www.zomato.com/chennai/natural-fresh-ice-cream-1-anna-nagar-east/info,173,Dessert Parlor,10am to 1030pm(Mon-Sun),Not rated,-,-
Hotel Shivasakthi,300,"Arabian,Biryani,Chinese,Fast Food,Kebab",Chennai,Ambattur,https://www.zomato.com/chennai/hotel-shivasakthi-ambattur/info,173,Quick Bites,1130am to 11pm(Mon-Sun),Average,3.4,8
AL Kabeer Kitchen,600,"Chettinad,North Indian,Arabian",Chennai,Vadapalani,https://www.zomato.com/chennai/al-kabeer-kitchen-vadapalani/info,173,Casual Dining,11am to 1030pm(Mon-Sun),Average,3.1,10
Tulsi Foods,400,"Continental,North Indian,Fast Food,Italian,Chinese",Chennai,Mylapore,https://www.zomato.com/chennai/tulsi-foods-mylapore/info,80,Quick Bites,"9am to 9pm(Mon-Sat),1125am to 935pm(Sun)",Good,3.9,91
Hotel Aaron,350,"South Indian,North Indian",Chennai,Medavakkam,https://www.zomato.com/chennai/hotel-aaron-medavakkam/info,80,Casual Dining,8am to 11pm(Mon-Sun),Good,3.6,71
Hak Cafe,150,"Fast Food,Juices",Chennai,Kolathur,https://www.zomato.com/chennai/hak-cafe-kolathur/info,80,Quick Bites,9am to 9pm(Mon-Sun),Good,3.8,78
Karaikudi Chettinadu Mess,300,"Biryani,South Indian,Chettinad,Fast Food",Chennai,Chromepet,https://www.zomato.com/chennai/karaikudi-chettinadu-mess-chromepet/info,80,Mess,1130am to 12midnight(Mon-Sun),Good,3.5,129
Atho Kadai,250,Burmese,Chennai,Anna Nagar West,https://www.zomato.com/chennai/atho-kadai-anna-nagar-west/info,80,Quick Bites,"5pm to 11pm(Mon-Sat),Closed(Sun)",Good,3.6,80
Mashawi,500,"Arabian,Middle Eastern",Chennai,George Town,https://www.zomato.com/chennai/mashawi-george-town/info,80,none,9am to 10pm(Mon-Sun),Very Good,4.1,59
Soman Unvagam,400,"South Indian,North Indian,Chinese",Chennai,Perambur,https://www.zomato.com/chennai/soman-unvagam-perambur/info,80,Casual Dining,8am to 11pm(Mon-Sun),Good,3.7,94
Silver Spoon,800,"Biryani,North Indian,Mughlai,Chinese,BBQ",Chennai,Anna Nagar East,https://www.zomato.com/chennai/silver-spoon-anna-nagar-east/info,80,Casual Dining,11am to 11pm(Mon-Sun),Good,3.8,66
Night Rounds,600,"North Indian,Chinese,Continental",Chennai,Ramapuram,https://www.zomato.com/chennai/night-rounds-2-ramapuram/info,80,Quick Bites,"Closed(Mon),7pm to 7am(Tue-Sun)",Average,2.9,226
Hot Dosai,550,South Indian,Chennai,OMR Food Street-- Navallur,https://www.zomato.com/chennai/hot-dosai-navallur/info,80,Quick Bites,730am to 11pm(Mon-Sun),Average,3.0,78
Friends Fast Food,200,Fast Food,Chennai,Egmore,https://www.zomato.com/chennai/friends-fast-food-egmore/info,80,Quick Bites,"1130am to 11pm(Mon-Sat),1130am to 4pm(Sun)",Good,3.8,48
Wawa Roll Corner,200,"Rolls,Fast Food,Sandwich",Chennai,Potheri,https://www.zomato.com/chennai/wawa-roll-corner-potheri/info,80,Quick Bites,1130am to 11pm(Mon-Sun),Average,3.4,82
Peppermoon Restaurant,500,"South Indian,North Indian,Chinese",Chennai,Mogappair,https://www.zomato.com/chennai/peppermoon-restaurant-mogappair/info,80,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,86
Paarambariyas Traditional Veg Restaurant,150,South Indian,Chennai,Thiruvanmiyur,https://www.zomato.com/chennai/paarambariyas-traditional-veg-restaurant-thiruvanmiyur/info,80,Quick Bites,7am to 1030pm(Mon-Sun),Good,3.6,74
Biryani Darbar,500,"Bengali,Biryani,North Indian,Chinese",Chennai,Virugambakkam,https://www.zomato.com/chennai/biryani-darbar-1-virugambakkam/info,80,Quick Bites,11am to 11pm(Mon-Sun),Average,2.6,94
The Parotta King,350,"South Indian,Chinese,North Indian",Chennai,Pallikaranai,https://www.zomato.com/chennai/the-parotta-king-pallikaranai/info,122,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,33
Star Briyani,400,Biryani,Chennai,Medavakkam,https://www.zomato.com/chennai/star-briyani-medavakkam/info,122,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.3,36
Chennai Kebab,400,"Chinese,North Indian,Biryani",Chennai,Kotturpuram,https://www.zomato.com/chennai/chennai-kebab-kotturpuram/info,122,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,30
Graabo Juice & Snacks,250,"Juices,Sandwich",Chennai,Chengalpattu,https://www.zomato.com/chennai/graabo-juice-snacks-chengalpattu/info,122,Beverage Shop,"1030am to 11pm(Mon-Fri),730am to 11pm(Sat-Sun)",Good,3.8,40
Bowl'd,250,South Indian,Chennai,T. Nagar,https://www.zomato.com/chennai/bowld-t-nagar/info,122,none,10am to 4pm(Mon-Sun),Good,3.8,25
Chit Chat Meena's Fastfood,400,"Street Food,Fast Food,North Indian",Chennai,Thiruvanmiyur,https://www.zomato.com/chennai/chit-chat-meenas-fastfood-thiruvanmiyur/info,122,Quick Bites,430pm to 10pm(Mon-Sun),Average,3.4,28
Auto Biriyani & Fast Food,200,Biryani,Chennai,Medavakkam,https://www.zomato.com/chennai/auto-biriyani-fast-food-medavakkam/info,122,Quick Bites,"Closed(Mon,Sun),4am to 7am(Tue-Sat)",Good,3.6,35
Sri Venkateshwara's Dal Roti Restaurant,350,"North Indian,Beverages",Chennai,Ekkaduthangal,https://www.zomato.com/chennai/sri-venkateshwaras-dal-roti-restaurant-ekkaduthangal/info,122,Quick Bites,"12noon to 3pm,7pm to 1030pm(Mon-Sun)",Good,3.5,31
Hotel Varsha Pure Veg Fast Foods,350,South Indian,Chennai,T. Nagar,https://www.zomato.com/chennai/hotel-varsha-pure-veg-fast-foods-t-nagar/info,122,Quick Bites,7am to 11pm(Mon-Sun),Average,3.0,26
Hotel Shri Maha Ganapathy,200,South Indian,Chennai,West Mambalam,https://www.zomato.com/chennai/hotel-shri-maha-ganapathy-west-mambalam/info,122,Quick Bites,7am to 10pm(Mon-Sun),Average,3.3,26
Krishna Bhavan,250,"Chinese,North Indian,South Indian",Chennai,GST Road,https://www.zomato.com/chennai/krishna-bhavan-gst-road/info,122,Quick Bites,10am to 11pm(Mon-Sun),Average,3.4,37
Step In Restaurant,400,"Fast Food,Bakery",Chennai,Avadi,https://www.zomato.com/chennai/step-in-restaurant-avadi/info,122,Quick Bites,11am to 10pm(Mon-Sun),Average,3.3,35
Chennai Rawther Restaurant,500,"Biryani,Chinese,North Indian",Chennai,Saidapet,https://www.zomato.com/chennai/chennai-rawther-restaurant-saidapet/info,122,Casual Dining,"1130am to 4pm,630pm to 11pm(Mon-Sun)",Average,2.9,33
Madras Bhel Puri,150,"Street Food,Juices",Chennai,T. Nagar,https://www.zomato.com/chennai/madras-bhel-puri-t-nagar/info,122,Quick Bites,10am to 1030pm(Mon-Sun),Average,3.4,31
Abi's Chettinadu Kitchen,400,"Chettinad,Chinese",Chennai,Poonamalle,https://www.zomato.com/chennai/abis-chettinadu-kitchen-poonamalle/info,122,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,22
Village Food Factory,400,"Andhra,Kerala,North Indian,Chinese,Chettinad",Chennai,Navallur,https://www.zomato.com/chennai/village-food-factory-1-navallur/info,197,Casual Dining,5pm to 11pm(Mon-Sun),Average,3.1,4
Saravana Coffee,50,Beverages,Chennai,Kodambakkam,https://www.zomato.com/chennai/saravana-coffee-kodambakkam/info,197,Beverage Shop,"6am to 9pm(Mon-Sat),3pm to 742pm(Sun)",Average,3.1,4
Fries And Cones,200,"North Indian,Chinese",Chennai,Chromepet,https://www.zomato.com/chennai/fries-and-cones-chromepet/info,197,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Rofaith Punjabi Dhaba,300,North Indian,Chennai,Anna Nagar East,https://www.zomato.com/chennai/rofaith-punjabi-dhaba-anna-nagar-east/info,197,none,"12noon to 3pm,730pm to 1030pm(Mon-Sun)",Not rated,-,-
Cafe Metro,500,Cafe,Chennai,Thousand Lights,https://www.zomato.com/chennai/cafe-metro-thousand-lights/info,197,Café,8am to 1030pm(Mon-Sun),Average,3.2,8
Halal Barbeque Feast,300,BBQ,Chennai,Anna Nagar West,https://www.zomato.com/chennai/halal-barbeque-feast-anna-nagar-west/info,197,Quick Bites,1pm to 10pm(Mon-Sun),Average,3.2,5
Kalayana Biryani,350,Biryani,Chennai,Tambaram,https://www.zomato.com/chennai/kalayana-biryani-tambaram/info,197,none,"Closed(Mon-Sat),11am to 9pm(Sun)",Average,3.2,6
Dosa House,200,"South Indian,Beverages",Chennai,Potheri,https://www.zomato.com/chennai/dosa-house-potheri/info,197,Quick Bites,930am to 11pm(Mon-Sun),None,NEW,NEW
Akshaya Kuzhipaniyara Kadai,150,South Indian,Chennai,Medavakkam,https://www.zomato.com/chennai/akshaya-kuzhipaniyara-kadai-medavakkam/info,197,Quick Bites,530pm to 11pm(Mon-Sun),Not rated,-,-
Big Biriyani,300,Chinese,Chennai,Mogappair,https://www.zomato.com/chennai/big-biriyani-mogappair/info,197,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
JP Foods,200,Fast Food,Chennai,Perungudi,https://www.zomato.com/chennai/jp-foods-perungudi/info,197,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,6
Chill Out,300,"Fast Food,Beverages",Chennai,K.K. Nagar,https://www.zomato.com/chennai/chill-out-k-k-nagar/info,197,Quick Bites,6am to 11pm(Mon-Sun),Average,3.3,4
Dindigul AR Rahim Biriyani,250,Biryani,Chennai,Vepery,https://www.zomato.com/chennai/dindigul-ar-rahim-biriyani-vepery/info,197,Quick Bites,11am to 10pm(Mon-Sun),Average,3.2,9
Blue Bow,400,"Bakery,Desserts",Chennai,Anna Nagar West,https://www.zomato.com/chennai/blue-bow-anna-nagar-west/info,197,none,11am to 6pm(Mon-Sun),Average,3.2,6
Friend's Kitchen,250,Fast Food,Chennai,Medavakkam,https://www.zomato.com/chennai/friends-kitchen-medavakkam/info,197,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,7
Shri Balaajee Bhavan,500,"South Indian,North Indian",Chennai,Anna Nagar East,https://www.zomato.com/chennai/shri-balaajee-bhavan-anna-nagar-east/info,22,Casual Dining,630am to 11pm(Mon-Sun),Very Good,4.3,709
Bharat Bistro,1500,"North Indian,South Indian,Bengali,Maharashtrian,Rajasthani",Chennai,Teynampet,https://www.zomato.com/chennai/bharat-bistro-teynampet/info,22,Casual Dining,"12noon to 330pm,7pm to 11pm(Mon-Sun)",Very Good,4.3,250
Brownie Heaven,400,Desserts,Chennai,Royapettah,https://www.zomato.com/chennai/brownie-heaven-royapettah/info,22,Dessert Parlor,11am to 11pm(Mon-Sun),Excellent,4.6,773
Mid Street,350,"Fast Food,Ice Cream",Chennai,Mogappair,https://www.zomato.com/chennai/mid-street-mogappair/info,22,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.0,803
Madurai Kumar Mess,350,"Chettinad,Chinese",Chennai,Vadapalani,https://www.zomato.com/chennai/madurai-kumar-mess-vadapalani/info,22,Mess,"1130am to 4pm,630pm to 11pm(Mon-Sun)",Very Good,4.0,602
Abid's,800,"Seafood,Biryani,Hyderabadi,Arabian",Chennai,Chetpet,https://www.zomato.com/chennai/abids-chetpet/info,22,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.2,627
Rumali Restaurant,300,"North Indian,Chinese",Chennai,Potheri,https://www.zomato.com/chennai/rumali-restaurant-potheri/info,22,none,11am to 11pm(Mon-Sun),Good,3.6,530
Superstar Pizza,650,"Pizza,Italian,Fast Food,Beverages",Chennai,Besant Nagar,https://www.zomato.com/chennai/superstar-pizza-besant-nagar/info,22,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.3,571
Fresh Baked Goodness,300,"Bakery,Desserts",Chennai,Abhiramapuram,https://www.zomato.com/chennai/fresh-baked-goodness-abhiramapuram/info,22,Bakery,10am to 9pm(Mon-Sun),Excellent,4.5,501
Eatalica,700,Italian,Chennai,RA Puram,https://www.zomato.com/chennai/eatalica-ra-puram/info,22,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.1,772
Nivis Kitchen,300,"North Indian,South Indian,Chinese,Chettinad,Arabian,Momos",Chennai,Old Mahabalipuram Road (OMR),https://www.zomato.com/chennai/nivis-kitchen-old-mahabalipuram-road-omr/info,22,Casual Dining,11am to 11pm(Mon-Sun),Good,3.7,775
Fully Local,800,"Street Food,North Indian",Chennai,Mylapore,https://www.zomato.com/chennai/fully-local-mylapore/info,22,Casual Dining,"1130am to 11pm(Mon-Sat),930am to 11pm(Sun)",Very Good,4.0,684
Opal Inn,900,"Continental,Chinese,North Indian",Chennai,Hotel Ranjith-- Nungambakkam,https://www.zomato.com/chennai/opal-inn-nungambakkam/info,22,Casual Dining,"12noon to 3pm,6pm to 1130pm(Mon-Sun)",Good,3.9,227
The Cascade,1000,"Seafood,Chinese,Asian,Thai,Momos",Chennai,Nungambakkam,https://www.zomato.com/chennai/the-cascade-nungambakkam/info,22,Casual Dining,"1230pm to 245pm,730pm to 1045pm(Mon-Sun)",Very Good,4.1,581
Zuka,1000,Cafe,Chennai,Mylapore,https://www.zomato.com/chennai/zuka-mylapore/info,22,Café,1030am to 1030pm(Mon-Sun),Very Good,4.4,669
FryYo,300,"Fast Food,Burger,Rolls,Juices,Desserts",Chennai,Thiruvanmiyur,https://www.zomato.com/chennai/fryyo-thiruvanmiyur/info,84,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,66
Waffles Hut,300,"Continental,Desserts",Chennai,West Mambalam,https://www.zomato.com/chennai/waffles-hut-west-mambalam/info,84,Quick Bites,"3pm to 3am(Mon,Wed,Thu,Fri),Closed...",Good,3.6,163
Sai Balaji Bhavan,350,"South Indian,North Indian,Chinese",Chennai,Tambaram,https://www.zomato.com/chennai/sai-balaji-bhavan-tambaram/info,84,Casual Dining,630am to 11pm(Mon-Sun),Good,3.7,71
Cream Point,500,"Mexican,Italian,North Indian",Chennai,East Coast Road (ECR),https://www.zomato.com/chennai/cream-point-east-coast-road-ecr/info,84,Casual Dining,"12noon to 330pm,7pm to 1030pm(Mon-Sun)",None,NEW,NEW
Big Paratha House,200,North Indian,Chennai,Nungambakkam,https://www.zomato.com/big-paratha-house-2/info,84,none,11am to 11pm(Mon-Sun),Good,3.5,76
Chaat Station,300,"North Indian,Street Food,Sandwich",Chennai,Purasavakkam,https://www.zomato.com/chennai/chaat-station-purasavakkam/info,84,Quick Bites,4pm to 10pm(Mon-Sun),Average,3.4,68
Aruna Hotel,250,"South Indian,North Indian",Chennai,Sholinganallur,https://www.zomato.com/chennai/aruna-hotel-sholinganallur/info,84,none,9am to 10pm(Mon-Sun),Average,3.3,67
Chennai Franky,200,"Fast Food,Rolls",Chennai,Anna Nagar East,https://www.zomato.com/chennai/chennai-franky-anna-nagar-east/info,84,Quick Bites,4pm to 10pm(Mon-Sun),Good,3.6,69
Munch,200,"Fast Food,North Indian",Chennai,Mylapore,https://www.zomato.com/chennai/munch-mylapore/info,84,Quick Bites,12noon to 10pm(Mon-Sun),Average,2.8,72
Akshaya,300,"South Indian,North Indian",Chennai,Purasavakkam,https://www.zomato.com/chennai/akshaya-purasavakkam/info,84,Quick Bites,730am to 1030pm(Mon-Sun),Good,3.5,71
Globelly,400,"Pizza,Sandwich,Street Food,South Indian,Fast Food",Chennai,Mogappair,https://www.zomato.com/chennai/globelly-mogappair/info,84,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.6,45
Twistelicious,400,"Chinese,North Indian,South Indian",Chennai,Adyar,https://www.zomato.com/chennai/twistelicious-adyar/info,84,none,11am to 11pm(Mon-Sun),Average,3.3,73
Muthamizh Restaurant,350,"North Indian,Chinese,South Indian",Chennai,Perambur,https://www.zomato.com/chennai/muthamizh-restaurant-perambur/info,84,Quick Bites,"12noon to 330pm,6pm to 10pm(Mon-Sun)",Good,3.7,103
Zahoor,300,"Biryani,Chinese,Arabian",Chennai,Thousand Lights,https://www.zomato.com/chennai/zahoor-thousand-lights/info,84,Quick Bites,11am to 11pm(Mon-Sun),Good,3.9,75
Meyyoon,300,"South Indian,North Indian",Chennai,Perambur,https://www.zomato.com/chennai/meyyoon-perambur/info,84,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.5,79
Heavenly Bakes,200,Bakery,Chennai,Adyar,https://www.zomato.com/chennai/heavenly-bakes-adyar/info,319,none,24,Not rated,-,-
Scooter BBQ,250,"Roast Chicken,BBQ",Chennai,Parrys,https://www.zomato.com/chennai/scooter-bbq-1-parrys/info,319,Quick Bites,5pm to 1130pm(Mon-Sun),Not rated,-,-
New Pohieer Kulfi,200,Ice Cream,Chennai,Perambur,https://www.zomato.com/chennai/new-pohieer-kulfi-perambur/info,319,Dessert Parlor,1130am to 1130pm(Mon-Sun),Not rated,-,-
Jivis Night Food,300,Fast Food,Chennai,Teynampet,https://www.zomato.com/chennai/jivis-night-food-teynampet/info,319,Quick Bites,3pm to 2am(Mon-Sun),None,NEW,NEW
Rolls Hut,150,Fast Food,Chennai,Karapakkam,https://www.zomato.com/chennai/rolls-hut-karapakkam/info,319,Quick Bites,11am to 3am(Mon-Sun),None,NEW,NEW
VSP Namma Kadai,200,South Indian,Chennai,West Mambalam,https://www.zomato.com/chennai/vsp-namma-kadai-west-mambalam/info,319,none,730am to 1130pm(Mon-Sun),Not rated,-,-
Bombay Biriyani,250,"Biryani,Fast Food",Chennai,Ekkaduthangal,https://www.zomato.com/chennai/bombay-biriyani-ekkaduthangal/info,319,Quick Bites,12noon to 1130pm(Mon-Sun),Not rated,-,-
Jivisha Foods,450,"Chinese,North Indian,Biryani",Chennai,Teynampet,https://www.zomato.com/chennai/jivisha-foods-teynampet/info,319,Quick Bites,7pm to 3am(Mon-Sun),Not rated,-,-
Ponnees Kitchen,250,South Indian,Chennai,Ascendas IT Park-- Taramani,https://www.zomato.com/chennai/ponnees-kitchen-taramani/info,319,Quick Bites,8am to 1130pm(Mon-Sun),Not rated,-,-
Sampoorna,300,"South Indian,North Indian",Chennai,Kottivakkam,https://www.zomato.com/chennai/sampoorna-kottivakkam/info,319,none,12noon to 4am(Mon-Sun),Not rated,-,-
Hunters Chicken,200,Fast Food,Chennai,Karapakkam,https://www.zomato.com/chennai/hunters-chicken-karapakkam/info,319,Quick Bites,6pm to 230am(Mon-Sun),None,NEW,NEW
Rolls Sandwich,200,"Rolls,Sandwich,South Indian",Chennai,Saligramam,https://www.zomato.com/chennai/rolls-sandwich-2-saligramam/info,319,Quick Bites,7am to 3am(Mon-Sun),Not rated,-,-
Hotel Sri Dhaya,250,South Indian,Chennai,Chengalpattu,https://www.zomato.com/chennai/hotel-sri-dhaya-chengalpattu/info,319,Quick Bites,11am to 12midnight(Mon-Sun),Not rated,-,-
Pizza Xpress,350,"Pizza,Fast Food",Chennai,Tambaram,https://www.zomato.com/chennai/pizza-xpress-tambaram/info,319,none,11am to 3am(Mon-Sun),None,NEW,NEW
POJO Arabian Box,300,"Lebanese,Arabian",Chennai,Padur,https://www.zomato.com/chennai/pojo-arabian-box-4-padur/info,319,none,2pm to 12midnight(Mon-Sun),Not rated,-,-
Orange Wok,1000,"Malaysian,Chinese,Asian,Thai",Chennai,Velachery,https://www.zomato.com/chennai/orange-wok-velachery/info,16,Casual Dining,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Very Good,4.2,1120
Eatza Pizza,500,"Pizza,Fast Food",Chennai,Nungambakkam,https://www.zomato.com/chennai/eatza-pizza-nungambakkam/info,16,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,997
